,reviews,sentiments
2591,"recently flew back jfk lhr greatest flight 've ever . seat uncomfortable , poor leg room long haul ( electrical box seat infront ) unedible food . poor selection onboard entertainment . good thing flight staff ! outbound flight booked ba operated american airline - much better !",-0.6
2592,"flew british airway zurich london heathrow kotoka international back : outward flight lhr accra fully booked , old b747 cabin look bit shabby , seat worn tight . crew however made friendly attitude , food pretty good economy class . flight back delayed 24 hour due busted parking brake . communication airport could better ba offered accomodation meal waiting time . problem solved flight leaving next night uneventful . even managed lie sleep hour cabin half full . really amazed ba customer service managed request compensation . couple day contacted transferred due amount . therefore really must commend ba straightforward service .",0.7
2593,"helsinki london via helsinki . flexibility , readiness , kindness cabin crew reminded appreciated ba past continue : say , well . ba make happy pay little extra bag small meal , get treated like person - given exit row seat tall person , one 6 ' 6 '' .",0.85
2594,"london heathrow amsterdam . full load , flight 30 min delay , economy pax carry lugagage squashed club cabin overhead bin upsetting lot club pax . purser care . flight tracking system new looking aircraft . seating club cabin like easyjet nowadays . cramped . reason fly british airway club future lost business aircraft configuration service improve .","Based on the text provided, the sentiment score is approximately -0.6."
2595,"bucharest london heathrow worst thing british airway business class seat shocking lack legroom . cramped space less many economy seat . club europe ! poor breakfast - one slice bacon , half tomato tinned mushroom omelette overcooked grey inside . seat comfortable staff good . toilet waste bin tape around sack used rubbish instead ! good flight overall .","Based on the text provided, I would calculate the sentiment as -0.5."
2596,"washington heathrow british airway say iad ground crew inflight crew fantastic . sprained neck 2 day departure given option pre board , made difference . flight amazing - a380 like rock sky , n't feel thing . seat comfort upper deck coach adequate - fact reminds economy plus united . premium economy like domestic business class u carrier ( older style business class new business first ) . major downside - write middle trip - ground staff heathrow . hard find even exist . 'm middle terminal terminal connection , still wearing brace - asking gate assignment better option seating , best got brusque `` sorry 's . '' see someone limping away desk - least ask 'd like assistance getting departure lounge . know united , may offer club access free , least buy found ground staff heathrow far superior uk 's flagship carrier - unfortunately .",0.7
2597,"first time partner flown british airway year returning flight london heathrow cape town . booked flight several month pay £40 pre-select seat way ( £160 ) . outward inward flight entertainment system working . attempt staff re-boot system failed cope two 12-hour flight entertainment . flight table broken . raised crew , told previous passenger must `` bounced child . '' dinner good breakfast appalling . congealed egg bacon . asked could continental equivalent , got stodgy choc chip muffin fruit juice . plane looked generally tired . share one inflight magazine u . pillow blanket uninviting brown colour . partner 's entertainment system work get stewardess use spoon release handset position seat . certainly would n't pay ba 's rate premium economy .",-0.75
2598,"british airway manchester rio de janeiro via heathrow . n't invited lounge man due rather arrogant check agent . concord lounge lhr seen better day - ordered bacon sandwich arrived far promptly limp rather pathetic , left ! champagne boardng warm water . nut pleasant . seat area genuinely filthy thoroughly cleaned remnant toiletry bag seat last passenger . first choice food available , unacceptable first . whole row seat stopped working seat permanent 20 degree incline . staff attempted get working avail . ended split , partner row 4 , row 2 ! nice start honeymoon , thanks ba . cheese selection menu changed offered scrappy piece paper advise new selection . staff upgrade commonplace ba first cabin reckoning , 5 paying passenger 'd say 4 staff upgrade ( appeared pushed back gate ) . 'mates ' crew showered attention throughout flight . personally 'd preferred see full fare business class passenger upgraded staff passenger thankful seat , ba seem think 's acceptable staff travel first . 're flying business hoping upgrade , 'd say 're chance pretty remote , unless course know one crew flight ! pretty poor experience round prof 'worlds favourite airline ' become complacent ca n't even get right first class . wonder middle east carrier showing rest world !","Based on the text provided, the sentiment score would be approximately -0.75, indicating a predominantly negative sentiment."
2599,"glad option rate zero . customer service abysmal . flying home amsterdam family . booked premium economy , around $ 700 pp higher economy . night early morning flight received text saying flight cancelled . went airport . ba employee . could get ba phone . woman another airline booked u delta regular economy . spent since august trying get refund $ 700 pp extra paid premium economy . finally got refund . $ 149 pp explanation . customer service people sorry ca n't help . higher level take . go separate form request breakdown see calculated refund . expect british airway , never fly .",-0.9
2600,"flew british airway los angeles amsterdam via london heathrow r/t club world . actually prefer b777 a380 surprising . used qantas fc lounge lax gallery first heathrow . great . service board flight top notch friendly . food drink good , even steak bit well done side . like pre-select meal lhr . wish could lax well . complaint club europe legroom . know block middle seat , 6 ' 2 '' legroom tight . great value money . picked three trip ba business class sale last year . next fco , dub .",0.8
2601,"first time flying dominican republic found best deal british airway benefit direct flight gatwick punta cana . outbound flight , plane half empty , nice spacious . ba boeing 777 outdated plane used fleet many year refurb would say 10+ year - suppose flight cheap . staff board friendly efficient . seat pitch large could sit 9+ hour comfortably , seat despite plane old , comfortable showing sign wear . entertainment system show age plane , one smallest screen industry . small , anti-glare screen hard see need keep adjusting brightness screen throughout movie . range movie good . food ok nothing special really choice .",0.4
2602,gatwick cancun return . first time using british airway last . main issue dreadful cabin crew . rude poorly turned . unimpressed standard cabin dingy tired looking .,-0.75
2603,"flight got good start reasonable dinner malaysian airline first class lounge . looking forward first flight boeing 787 - much , switched singapore / lhr kl discovered 787-9 operated route . new plane nice indeed - called `` new '' - new first . ba trumpet listened customer revised version new pace setter . wrong . fa route great dinner adequate . chicken satays followed prawn mango salad fine . wine also fine . cheap champagne nowhere near krug served carrier 1st class . usual cheap stainless steel cutlery boring glassware chinaware - get used . seat definitely constrained 777 a380 1st class ; tighter smaller . bed mode - like sleeping park bench . hard . ridiculous `` island '' design table retractable dinning table worse 777 a380 . lying side dig back . seat 's narrow profile becomes obvious . gymnast get `` compartment '' . 6 4 '' tall overweight . sleep hardly compared a380 flight took singapore last month . tv screen larger fixed - lend companion dinning aircraft . slight angle well slightly facing away viewer . av remote small overly complicated . wifi . window blind aircraft . window dimmed `` black '' - two black orb staring flight . ba seem clueless come top end 1st class . avoid plane future . jaw dropping disappointment .","Based on the text provided, the sentiment analysis results in a score of approximately -0.6."
2604,"wife flew british airway london heathrow athens boing 767. flight half full . paid extra exit row seat , ideal . seat back screen one cabin roof failed work , problem , great lover overhead screen showing stuff probably would select given choice . left arrived time .",0.4
2605,"london heathrow vancouver british airway . outbound flight delayed 2 hour . email received day travel . take 2 call airline establish one could arrive later . first call , poor understanding question operator thought wanted rebook flight . fortunately cut think call might continued rest day . second call successful direct answer given , matter unwelcome . printing baggage label new experience lhr ( frequent air traveller ) . sign time perhaps get impression going self checkout supermarket . much say bag drop . neither efficient inefficient , linear series task performed someone job . young chap drop said delay started 10 minute beginning week turned two hour friday . gate , wonder priority boarding moved different seating area - 3 metre away . suspect people need seen receiving value higher ticket price , course get first ! flight adequate . video screen work despite request 2 cabin crew rectified - well ignored . fortunate , film tv choice poor . like airline food much . plenty food outlet past security get something decent eat . never really drink wine . beer spirit hard get wrong . return flight made better jet stream reducing flight time hour . flight adequate . eat food salad outlet yvr - good value . flight attendant said looked better serving . seat front broken reclined . solution provided another attendant get walk around bit , stand back . whilst broken seat fault passenger front , want reasonable . attendant stood waiting derive solution .","Based on the text provided, the sentiment score is approximately -0.2."
2606,"seattle tel aviv via london british airway . food average cabin staff service average . seat comfortable ok long seat someone step step someone else . inflight entertainment system us dual prong plug inflight entertainment system use headphone comfortable long period time . going outside airport security long layover lhr coming back security process , ba tried make wife check carry-on bag used travel many airline around world without question - already accepted first leg seattle . bag fit ba 's measurement gage frame , ba desk agent like put . apparently fit , placed gage straight motion . complaining requirement unnecessary , desk agent relented huff . ba also required pay chose seat buying 7000 usd business class ticket . alaska mvp gold member fly ba partner airline get mileage credit , book seat without paying . pay seat selection carry-on luggage screening lhr make unlikely fly ba .",0.1
2607,"gatwick first choice naples british airway choice reluctantly booked return club europe ticket treat . check fast friendly , fast track amazing , people using . ba lounge gatwick closed sent 1 lounge ba using instead . say less good understatement . £8 glass champagne ( whereas free old ba lounge ) ridiculous . atmosphere weatherspoons fortnum mason crowd noisy chaotic . told true ( lounge used next year ) avoiding next time probably avoiding ba case . food small portion service bordering rude barman explained impolitely serve diet drink . board crew welcoming friendly afternoon tea adequate exactly filling ( disappointing rubbish served lounge ) . return flight naples began another abysmal lounge experience . windowless , crowded limited food drink , worth bother . crew wonderful chatty friendly . new layout a320 booked 1 c. totally unacceptable seat . bulkhead right main boarding door . carpet , rubber floor boarding constantly bashed people bag flight foot trodden people waiting toilet . nowhere stow single bag everyone else two used space , stow mine five row behind delaying disembarkation . dinner nice . baggage last belt despite priority tagged . crew flight would thought money wasted booking club europe . lounge rubbish , possibly worst two lounge catering board - bad served nicely crew - reason would commend two flight baggage service - disappointing . seats- disappointing . like empty middle seat front row awful .",-0.8
2608,"enjoyable short flight british airway heathrow dublin , flight initially delayed hour due baggage error , however affect quality flight , cabin nice , seat nice good leg room . service crew satisfactory could better , could smiled little gave friendlier approach like airline easyjet . food basic short 45 minute flight , n't expecting anything exciting anyway . packet sea salt crisp nice orange juice . staff happy serve . overall enjoyed flight flying british airway soon",0.25
2609,"heathrow toronto british airway . fast check-in security . gallery lounge crowded , poor food offering furniture toilet clean . boarding started time 1705 departure suddenly stopped announced technical problem new departure time 1955 given . later amended 2100 later 1500 next day : detail technical problem provided . extraordinary ba better resilience plan incident occur home base - lengthy delay unacceptable . hotels/meals etc organised fairly efficiently offer made re-accommodate flight made fuss ( due commitment next day ) reluctantly booked air canada 0900 next morning ; empty seat j cabin . several e-mail ba customer service yielded usual stereotypical nonsensical response - ensured never travel ba , choice .",-0.6
2610,"toronto heathrow , last flight british airway . check-in security efficient quick : lounge fine food provided pre-flight dinner tasty perfectly adequate . departure 45 minute late time made 5hr 55 min trip . cabin comfort service pretty much norm british airway business class : storage around seat ife screen work usual . breakfast improved slightly ; fruit varied edible , croissant warm bacon egg muffin unfortunately cold . arrival process fine .",0.2
2611,"british airway outbound flight london gatwick marrakech comfortable . silver member able choose seat advance ( exit overwing ) adequate leg room short flight ( 3.5 hr ) . meal confined sandwich , vegetarian , plus tea coffee , plus one drink snack . plenty room luggage overhead locker . return flight bit chaotic boarding , priority tagged luggage receive priority treatment .",0.6
2612,"travelled vancouver lisbon connection london january 9th 2016. flight late - happen - however run catch connector flight resulting luggage following u - upon arrival lisbon luggage . told luggage local luggage handler contacted british airway would next flight 3.5 hour later - given option waiting delivered place residence . option wait since key residence luggage . 3.5 hour came claim luggage 2 piece 3 showed . going local baggage handler informed u remaining luggage would shipped next morning , 14 hour later - gave u option delivering luggage unfortunately key inside . choice stay hotel lisbon wait . disappointed understand thing n't go planned sometimes . contacted british airway upon return inform experience . response less friendly review . replied saying responsible luggage . really ? purchase ticket got email make sure luggage specification luggage allowed airline question . understanding ticket purchase piece luggage 23 kg per passenger 1 carry . go wrong .",-0.3
2613,"gatwick geneva . efficient check , plane newish , clean comfortable a320 ( better ba 's old 737s ) , pleasant crew , ok food time day , good value arrived time . odd thing ba currently lounge gatwick us third party lounge good . dependent ba switching terminal nobody timescale . need sorting !",0.6
2614,"first time first class airline . joined flight connection n't first check boarded without incident . met door purser , greeted name shown seat . mass space , comfortable private , given semi-open . huge amount storage around seat case fitted personal locker front seat . partner 4e/4f back cabin , ( front lower deck ) . disturbance galley . choose window seat travelling alone . day flight , n't bed made . cabin classic yet contemporary elegant . pre-departure drink included grand siecle champagne . chose tasting menu option . n't like lobster starter staff substituted course la carte menu . food outstanding wine pairing worked well . bit fussy , steak overcooked point unenjoyable . ife good although time watch movie . screen attached side seat docked take landing ( club world ) , irritating . first plane , although n't matter much immigration mia always nightmare . 've flown ba many year cabin cost cutting evident everywhere . club world joke compared every long haul competitor first still world leader . pleased fly ba relieved still come cosseting first class . paid flight part return itinerary took train london paris start ( flew club europe heathrow ) economy class back paris american airline . significantly cheaper flying directly heathrow . still cheap well worth looking forward next time . recommendation first class - cabin average best , although still flying ba regularly .",0.6
2615,"british airway business class edinburgh la vega return via heathrow . cabin crew flight helpful attentive . part business class cabin 747 located upper cabin 20 seat two dedicated crew . seating configuration however odd . window seat face backwards aisle street face forward . privacy screen , travelling friend family member 'll looking complete stranger duration flight . cabin crew stretch person aisle seat serve drink meal . window seat option either climb person row behind seat flatbed position . arrival la vega hour wait carousel least hundred people including n't get luggage . thereafter wait line whilst 2 british airway staff dealt tired annoyed group people . $ 200 gesture welcomed n't really compensate inconvenience . return flight speedy check great service onboard .",0.3
2616,"london heathrow dubai feel sorry british airway . flown one last ever flight fallen depth second rate far superior competition . lounge t5 heathrow great , arrived last night 6pm find almost food offer finished , 's soup jacket potato bean ! much nicer spend £20 buy decent meal one many eatery t5 instead . onto plane tired . usual , bit 4 seat broken . wife 's tv . sound worked left ear . really dirty blanket ( spare ) . late food service . fair , change , stewardess n't usual ba indifferent style fairly good certainly polite . business class , certainly doesnt feel like . try support british job , emirate cheaper better .",-0.6
2617,"milan linate london heathrow december 6th . flight arrived terminal 5 20 minute early . polite smiling cabin crew . meal option , late afternoon received sandwich small bread raisin , complimentary drink . aircraft interior good condition clean new leather seat new lighting left blue light mood , washroom nice touch given floor reproducing parquet . experience ground staff linate , left something desired staff member seemed quite annoyed job helpful ; checked bag , n't give u information located security control gate follow . t5 staff friendly helpful . t5 clean bit crowded . fast efficient baggage reclaim .",0.6
2618,"1730 british airway flight barcelona heathrow 30th january , seated 28f right back . flight chockers . delayed taking hour due problem french air traffic control testing new computer system . onward connection hong kong already tight , told crew , responded promptly , met heathrow luminescent envelope gave priority security ( made connection ) . onboard crew upbeat attentive , snack fine , sort chicken roll good coffee chocolate cake . guess last flight day , lovely end term feel , everyone relaxed despite delay . think people bit hard ba , 're flash short hop anyway get job done .",0.6
2619,"good service packed british airway flight london mumbai . crew excellent . food wine well matched . business class seat old , still find comfortable . video selection treat good number independent movie . would definitely fly .",0.7
2620,"excellent flight atlanta london , good food drink , plenty space helpful cabin crew . plane delayed bad weather london crew tried turn thing around . ife system one british airway newer version good , 's shame available across british airway fleet .",0.7
2621,"doha london heathrow via bahrain . loyal british airway customer 20 year , noticed wide variation type flight attendant service meal/beverage service provided longhaul flight . ba 's longhaul club world seat showing age compared competition , like seat cushion . jump someone 's foot access window seat ideal . avod quality varies depending type age aircraft , storage space small item also varies . service onboard good bah lhr , meal service good , despite cost-cutting ba evident recent year . washroom reasonable , standard competitor . flight time , bag transferred lhr next flight usa .",0.2
2622,"received message 3am inform british airway flight zurich lcy delayed 1 hour . travelling 5yr old , already staying zurich airport radisson , decided arrive check 2 hr new departure time . unfortunately , incompetent staff check desk informed flight closed check in . knew incorrect , asked supervisor , knew flight , least 1 hour late departure ( 2.5hrs turned ) closed ! checked course ! ba - please train check staff fire incompetent one . luckily , frequent flyer , going accept nonsense first check suggested fly evening ?","Based on the text provided, the sentiment appears to be negative due to the experience with British Airways and their staff. Therefore, the sentiment score for this text would be approximately -0.8."
2623,"london são paulo guarulhos . british airway boeing 747 's look old , outdated need urgent update . heve flown 8 time past 2 month always boeing 747s condition . hope maintenance vital system better inside aircraft , one see attached picture taken seat upper deck last flight . also entertainment system limited .",-0.6
2624,"several bad experience british airway last year used short hop ukraine uk . check-in kbp n't offered lounge access ( silver tier ff ) . found good hand baggage deal . service onboard efficient friendly . meal served flight chicken kiev , tasty considering price paid . arrived lhr early arrived terminal airbridge n't bused terminal , often case .",0.4
2625,"vancouver heathrow , first last time fly british airway . aircraft stand look impressive soon boarded could tell aircraft least 30 year old dated inside . flight home delayed - yes happen every airline , allowed u board plane electrical fault , professionalism ba staff appalling .",-0.6
2626,british airway flight glasgow london heathrow iberia code ib7519 . boarding prompt nice welcome crew . flight left time arrived early t5 . seat comfortable meal served breakfast good . several round coffee tea served . good flight .,0.8
2627,"took four flight british airway last month - johannesburg via london heathrow new york jfk return . service excellent . three airport went smoothly . ba unknown age plane get . a380 excellent , quiet , clean good space - upper deck ; b777 also good reasonable space good entertainment , b747 less - one upgraded - final leg - lhr jfk old - seat reasonably comfortable entertainment system aged - screen size large postage stamp - poor picture . really depend much entertainment mean guess . also tried special menu lhr - business quality food pay small premium . well presented , tasty nice treat .",0.6
2628,"thanks time change 23.55 00.05 , brought forward departure almost 24 hour , nearly missed flight back rio de janeiro london . check-in desk crowded team gb athlete returning home training session relieved get fast track treatment . first/business lounge gig one worst 've . seat 1e/f seemed marginally better first class seat 747 , although still far standard british airway competitor . 1e/f also suffer near galley one crew member spent much night talking away colleague . 1a 1k seemed occupied ba employee far much schmoozing going . service whole reasonably good , although none food menu actually available . rather feebly blamed changeover one month next . ife worked reliably large screen much better resolution 747s . overnight temperature cabin set high , resulted uncomfortable sleep duvet pyjama provided . toilet 777 ridiculously small n't well cleaned flight . breakfast usual affair , atrociously rubbery omelette . overall , flight okay , first class experience .",-0.5
2629,"london calgary british airway . would let use avios point upgrade even though plenty . allocate 10 % cabin occupancy - shockingly poor . n't expect national airline scupper honeymoon plan . although plenty availability cabin , fact 10 % allocated ( potentially seat go empty ) wont let upgrade . paid ticket regardless cabin , still allowed upgrade . would used another airline knew advance ( future ) .",-0.75
2630,"london singapore british airway , plane left 90 minute late due technical fault one aging 747-400 found minus two wheel stuck runway . first class full . one would think ba would put route given competition singapore airline . wrong - champagne lukewarm ( often case ) . amuse bouche taster ghastly . sort couscous tasteless . appetiser sushi style salmon nice . soup nice lukewarm . salad forgotten miserable female fa . main sea bass good . wife - beef main . complimentary meal . white wine luke warm . solution - miserable fa came back paper cup ice cube dumped lot glass . brilliant . wash bag freebie cheap tacky . seat - well critical design . much space wasted `` island '' console middle . designer seat find another career . seat already starting show wear tear . british airway opted canvas material rather leather mystery . summary , a380 fabulous . slept 5 hour . great flight . fa mostly fine . terrific landing skilled pilot . - okay - overwhelming first class .",0.2
2631,british airway outbound flight london hong kong 3 year old a380 . sat near back upper deck pleased comfortable smooth . upper deck cupboard window seat give space put coat also double shelf put drink . 5 year old boeing 777 return leg far cramped . also video screen faulty difficult click screen . crew flight fine nothing special . performed job never really seemed go way .,0.3
2632,arrived slightly stressed flight oslo delayed nearly 2 hour due engine problem . crew caring assured u bag board . food excellent wine great . csd informed u snow storm way might stuck nyc flight next night already cancelled . newark deserted bag 5 minute . overall superb flight british airway london newark .,0.6
2633,"london city new york jfk return . totally different experience . conventional lounge , 'pop ' copious champagne little food . boarding take last 10 minute time champagne . crew come around canapés refuelling stop ireland . morning clear u custom , evening bore . seat wide fully flat little privacy pair . ife tablet bit limited choice moving map . food even usual ba standard lukewarm . 3 crew 38 passenger , service excellent . , difficult recommend standard ba service unless good price getting london city easy .",0.1
2634,"originally booked united airline flight london boston , connecting washington dulles , cancelled snow dc . united rebooked onto british airway complete flight boston . without doubt , ba one worst airline flown . upon arriving check , told could check one bag , despite allowed take two bag united . united said would able travel equivalent service ba . check supervisor heathrow informed would pay £65 bring bag . complained said `` 's problem '' . asked could call united clarify bag issue , refused , saying `` n't even talk united '' - end n't pay get sent later date . onboard service disappointing . food barely edible . staff loud abrupt , providing bare minimum service yelling across cabin making whole journey even unpleasant . inflight entertainment failed multiple time , passenger started reseated problem . maximum volume also low difficult hear movie cabin noise , hard hearing . disappointing onboard wifi personal device entertainment . british airway seriously threw away opportunity convince fly future .",The sentiment of this text is approximately -0.7.
2635,"vancouver dar-es-salaam via london / doha . yet another dreadful experience british airway ! travel ? time , ba advised return itinerary changed cancellation codeshare partner qatar airway dar-es-salaam leg journey , would give 24 hour layover doha connecting onward london . , issue , ba everything possible wash hand responsibility obligation ec regulation 261/2004 required article 14.2 - even post website ! ! . took day call travel agent , 2 hour debating agent , supervisor , office manchester agreed responsibility . solution : rerouting journey nairobi extra flight non-code share partner cost cost overnight hotel doha - something refused consider . go figure ! never british airway .",-0.8
2636,"impressed british airway past , today different experience flight edinburgh london gatwick . checked online arrived drop bag 45 minute departure time met extremely moody check lady . radioed another member staff ask allowed come flight extremely moody manner , trying u admitted ( even though 45 minute amount time arrive website ) . eventually allowed one last scowl staff left desk . got security rushing thought must really late find plane delayed hour .",-0.7
2637,"outbound british airway flight london rio de janeiro demonstrated difference decent crew make flight . staff club world male mature , delivered excellent service . british airway seating arrangement club world looking increasingly outdated , less half full cabin meant one less bothered one 's neighbour . food reasonable , although surprising quickly menu option ran . ife good selection film , resolution screen poor . queue border control priority baggage handling meant taxi within 20 minute leaving plane .",0.3
2638,"gatwick male , thought british airway business class offer could get worse , checked find ba lounge shut alternative number 1 traveller lounge first business class , champagne purchased . needless say , advance notice give , n admission staff british airway management n't care impact customer paid great deal money fly premium class . based recent flight ba witnessed penny pinching devaluation business class experience , extent comparison similarly priced airline . cavalier approach customer care may result others like u saying last time ba ever !","Based on the text provided, the sentiment of the text is negative. I would rate it as -0.8."
2639,"son flew british airway glasgow paris 7th january returned 11th . outward journey , london flight cancelled , knock paris flight . get london , staff great helping u transfer 5b terminal get flight paris . noticed time would get paris , would missed last shuttle bus disney . mentioned crew , good helping , realising travelling young adult learning disability . flight , one member crew kept updated . ba manager onboard passenger . landed , came back told one manager would get u taxi explain driver going ask receipt . ( french minimal , 'd lost ) manager told keep boarding pass receipt amd claim ba taxi . son great weekend , got home couple day later , claimed refund . ala , computer said big fat . bad luck 'd rebook flight explained ba manager told claim would n't take much actually find flew flight . still , . insurance wo n't pay either n't long enough delay ! ok , legally , ba may right , morally , well . even insurance company thought bit leeway . , delayed due cancelled flight - fault . usually ba brilliant fly fault frontline staff . blooming computer . 80 euro taxi 32 euro transfer could n't use .",0.1
2640,"london heathrow cape town british airway bag drop ground staff service great . onboard , evening meal fine , inflight entertainment choice poor . film , tv music choice limited . cabin crew courteous served one drink dinner - service . overnight water offered , keep getting go ask , got small measure bottle . breakfast choice fair food awful ! luke warm gunge , cheap cereal , tepid tea - truly worth bothering . believe usual brother similar experience month ago flying business class mexico . think twice booking british airway choice .",-0.3
2641,"return leg british airway flight ba056 johannesburg london heathrow 18th january . majority staff onboard courteous friendly , behaviour one individual within crew serving husband left u feeling extremely incensed paid lot money basically served moody , petulant crew member . blatantly wrong job zero customer service skill treated u major inconvenience . british airway may great crew go way make flight positive , enjoyable experience , unfortunate enough experience negative behaviour , make anti booking future flight company . really way ba want customer feel ? member cabin crew requires range skill - present friendly , amiable part team giving passenger great flight surely walk away knowing fulfilled part , instead putting much energy giving little . , n't u , customer , choose fly support airline . check crew johannesburg could also training manner smiling - instead zero greeting , `` thank 's '' blank face .",-0.6
2642,"british airway return glasgow new york via heathrow a321 boeing 747-400. domestic flight nice enough , good legroom comfortable seat , drink packet crisp biscuit provided . lhr jfk way 747-400 , crew friendly , seat comfy 7 hour flight - maybe difficult longer flight perfect . flight entertainment good . pleasant flight would recommend .",0.7
2643,"flew british airway kuwait edinburgh via london heathrow return , 27 december , back 10 january . although flight full , cabin crew efficient , friendly professional . flew world traveller plus international leg , happy space , choice in-flight entertainment food . headed galley grab single-malt scotch mid-way flight uk , problem . return flight , best fillet beef ever given aircraft , red wine served complemented nicely . aircraft good shape : announcement flight deck kept u informed , flight landing smooth . transit heathrow terminal 5 hassle-free ( although deliberately choose fly sunday way ) , bag made ( although connecting time return flight reduced hour late arrival domestic flight ) . one best set flight ever experienced : fact , written ba thank crew involved .",0.8
2644,"vancouver london british airway , premium economy seat 12a . flight tv inoperative food awful . way london food good - bad vancouver ? way thre trim bit loose inside cabin giving impression bad care . n't think extra fare premium economy justified unless reasonable food provided direction . flight schedule , arrival wait london t3 20 minute gate .",-0.6
2645,"edinburgh san francisco via london heathrow . flight great found bag n't made 1 hour connection . promised customer service week 1 hour connection fine flight via heathrow t5 , lie . edi lhr sector delayed slightly , made flight bag n't . promised ground staff bag would quicker aircraft would , lie . 24 hour later bag n't arrived , office somewhere san francisco . idea . british airway customer service line next useless , employee understand english read script .",-0.7
2646,"frankfurt london city . efficient polite check , security queue long frankfurt . bus transfer terminal airfield board small plane . flight significantly delayed due air traffic control , passenger wait inside small embraer 90 , n't particularly pleasant . seat bit wider ba aircraft . snack variety drink offered nice cabin attendant . long walk airplane uk border control , greeted long queue immigration counter ( 1 desk available non-eu passport ) . inefficient baggage reclaim given still wait luggage long immigration queue .","Based on the analysis of the text provided, the sentiment score is approximately 0.1."
2647,"early morning british airway flight gatwick salzburg , 06:45. train connection london victoria infrequent time . train station south terminal british airway check counter north terminal . crowded shuttle transfer , check efficient . crowded terminal building . flight delayed due fog arrived time salzburg . airplane interior old clean . breakfast box disappointing sandwich looked like disintegrated , good service cabin attendant . jet bridge salzburg bus transfer plane terminal building . efficient border control baggage reclaim .",0.1
2648,"miami manchester via london heathrow , first flight 28th december return miami 12th january , flight issue british airway dreadful . zero customer service , change plane , awful food , rude staff , lost luggage - british airway made lasting impression xmas holiday . family fortunate fly major airline never experienced anything like . spent extra money upgrading seat premium economy service appalling . would recommend ba anyone , felt strongly lack service , felt compelled write blog .",-0.85
2649,"bangkok london heathrow british airway . lived thailand 4 year try go back uk least year visit family friend . normally , fly either emirate manchester heathrow eva air . time around , ba came fairly competitive price . aircraft n't particularly impressive shape in-flight entertainment unit quite outdated n't work first 2 hour flight . work , screen awful dark . ca n't fathom ba using outdated entertainment system rival eva , emirate even thai airway much current . inflight service okay part . regular trip staff refreshment first hour , certainly died afterwards . using call system get attention staff member , abruptly asked switch asked problem . problem , would like drink please . however , alcohol ( apart wine ) ran . 'm massive drinker , couple whiskey coke flight . also , wi-fi , charge point mobile device . contrast emirate , thai airway eva . , say disappointing experience . wo n't using ba next flight uk .",-0.6
2650,"hong kong london heathrow british airway . efficient check airport express in-town check ( train service town airport ) . flight delayed smooth boarding . clean cabin , cabin attendant helpful willing serve . dinner decent , good cup english tea afterwards . cabin quiet good sleep . entertainment system ok , choice film ( mainly non-english one ) expanded . cup noodle offered mid-flight snack . breakfast horrendous . always long immigration queue heathrow , especially flight delayed many long haul flight landing flight . overall good value money .",0.75
2651,"booked extra legroom seat payment taken seat confirmed . checked someone allocated seat paid . given another without extra leg room . advised refer customer service easy via phone online . filled form line get £10 back get response apparently 28 day . might guessed £10 , fact taken time ensure journey comfortable possible `` dont give damn '' attitude british airway mistake discovered . british airway need game .",-0.8
2652,"amsterdam london heathrow january 4th good experience . full flight old comfortable boeing 767. efficient service cabin crew . snack ( shortbread , popcorn crisp offered coffee , tea water . landed time despite delay am due congestion , captain kept passenger date . good experience .",0.7
2653,"late evening departure ba28 hong kong heathrow , plane fully booked ( pre-christmas season ) class . seat 2k , senior male purser presented addressed christian name - object , impression part nice intimate atmosphere . flight found majority 14 pax first class preferred formal approach addressed family name . purser offered champagne welcome drink gladly accepted , soon face turned pale : champagne almost warm cup tea . apology came prompt , late . simply cool drink board needed hour - 30 minute takeoff - respective drink right temperature level . british airway control service process properly . maybe nobody charge , maybe simply forgotten . plane arrived hong kong 5 hour earlier , enough time take care quality beverage . remaining flight ok - cordial host predominantly male service team , food sensational , midnight , complaint respect . seat fine , nice sleep 12.5 hour flight , breakfast option okay , arrival ahead schedule . reason complain give rather low mark ? yes , talking first class leading european airline . product perfect , 's part game first . serious irregularity result harsh reaction customer . mean probably last long distance flight ba . mark inflight entertainment chose sleep option .",0.3
